value,82
president,82
kitchen,82
data,82
hope,82
skin,82
community,82
network,82
research,82
bed,82
message,82
talent,82
football,82
user,82
accident,82
fat,82
leadership,82
fan,82
cousin,82
anxiety,82
pollution,82
commander,82
profile,82
king,82
week,81
card,81
author,81
mission,81
energy,81
collection,81
north,81
model,81
tax,81
fear,81
strategy,81
star,81
son,81
west,81
theory,81
athlete,81
chain,81
train,81
payment,81
promise,81
temperature,81
professional,81
musician,81
slave,81
comfort,81
evolution,81
hunter,81
wind,80
price,80
student,80
campaign,80
citizen,80
dinner,80
economy,80
account,80
owner,80
girl,80
heat,80
machine,80
right,80
agent,80
magazine,80
place,80
training,80
length,80
pocket,80
smile,80
pepper,80
ice,80
stone,80
bedroom,80
content,80
mountain,80
communication,80
column,80
theater,80
copy,80
abuse,80
bomb,80
balance,80
tradition,80
crisis,80
jury,80
storm,80
background,80
investor,80
commission,80
resistance,80
poet,80
deer,80
immigration,80
funeral,80
grandfather,80
conservative,80
platform,80
preparation,80
depth,80
class,79
finger,79
room,79
season,79
program,79
attack,79
conference,79
dream,79
control,79
morning,79
bar,79
pain,79
air,79
frame,79
search,79
lesson,79
brain,79
pilot,79
element,79
category,79
fuel,79
height,79
warning,79
date,79
failure,79
hole,79
construction,79
committee,79
actor,79
destruction,79
general,79
recipe,79
speaker,79
discipline,79
singer,79
desert,79
strike,79
highway,79
satisfaction,79
distribution,79
cup,78
decision,78
meeting,78
product,78
song,78
structure,78
call,78
man,78
station,78
hero,78
taste,78
identity,78
wood,78
conflict,78
ear,78
shadow,78
root,78
contact,78
river,78
engine,78
historian,78
fantasy,78
employer,78
terrorist,78
steel,78
priest,78
consultant,78
transfer,78
entertainment,78
electricity,78
security,77
section,77
step,77
letter,77
plan,77
player,77
second,77
activity,77
standard,77
husband,77
challenge,77
manager,77
marriage,77
american,77
order,77
artist,77
party,77
application,77
signal,77
advice,77
truck,77
profit,77
planet,77
soul,77
key,77
enemy,77
volume,77
league,77
tank,77
assistant,77
oven,77
wedding,77
protest,77
link,77
process,76
leader,76
problem,76
interest,76
credit,76
eye,76
direction,76
event,76
center,76
knee,76
title,76
damage,76
witness,76
reaction,76
definition,76
expression,76
muscle,76
variable,76
explosion,76
shock,76
roof,76
salary,76
license,76
wealth,76
champion,76
stomach,76
description,76
tail,76
indian,76
delivery,76
initiative,76
elite,76
lake,76
shell,76
risk,75
court,75
hand,75
bird,75
article,75
bag,75
use,75
effect,75
document,75
tape,75
reader,75
mirror,75
beach,75
fiction,75
cabinet,75
grandmother,75
concentration,75
championship,75
palm,75
administrator,75
error,75
bathroom,75
corn,75
stop,75
buyer,75
mechanism,75
boy,74
wife,74
factor,74
coach,74
test,74
income,74
growth,74
environment,74
method,74
field,74
question,74
surface,74
access,74
unit,74
partner,74
personality,74
context,74
equipment,74
ticket,74
minority,74
cat,74
farmer,74
session,74
joke,74
tragedy,74
adventure,74
tomato,74
sauce,74
veteran,74
prisoner,74
disability,74
smoke,74
public,73
agency,73
story,73
play,73
concept,73
floor,73
discussion,73
soldier,73
effort,73
media,73
sea,73
murder,73
visit,73
function,73
waste,73
passenger,73
explanation,73
wave,73
victory,73
noise,73
retirement,73
belt,73
comparison,73
diet,73
cycle,73
throat,73
portrait,73
round,73
meter,73
advertising,73
agreement,72
type,72
team,72
minute,72
opportunity,72
disease,72
ball,72
republican,72
forest,72
cover,72
vision,72
seed,72
neighbor,72
flow,72
ship,72
focus,72
intelligence,72
honor,72
surprise,72
clothes,72
secret,72
doubt,72
reference,72
disaster,72
parking,72
diversity,72
mystery,72
composition,72
recovery,72
anger,72
shopping,72
hunting,72
participation,72
introduction,72
planning,72
patient,71
seat,71
reality,71
future,71
flower,71
circle,71
guest,71
silence,71
hat,71
block,71
politician,71
faith,71
researcher,71
birth,71
tooth,71
cash,71
intervention,71
run,71
egg,71
contract,71
atmosphere,71
chapter,71
bear,71
mail,71
shelter,71
passion,71
woman,70
administration,70
stock,70
practice,70
care,70
employee,70
degree,70
work,70
door,70
loss,70
action,70
others,70
officer,70
medicine,70
guide,70
boat,70
loan,70
travel,70
crew,70
sector,70
press,70
branch,70
understanding,70
gift,70
scale,70
wire,70
shooting,70
shelf,70
complaint,70
storage,70
symbol,70
answer,69
note,69
race,69
back,69
difference,69
plant,69
drink,69
weekend,69
hall,69
district,69
creation,69
department,69
importance,69
flight,69
wheel,69
afternoon,69
danger,69
supply,69
label,69
reputation,69
port,69
onion,69
bell,69
interpretation,69
pot,69
celebration,69
drawing,69
headquarters,69
tube,69
survival,69
reflection,69
agenda,69
independence,69
angle,69
pan,69
viewer,69
part,68
victim,68
case,68
sound,68
evidence,68
word,68
rock,68
baby,68
character,68
show,68
village,68
novel,68
capacity,68
appeal,68
host,68
reading,68
criticism,68
winner,68
opposition,68
roll,68
deck,68
presentation,68
manufacturer,68
foundation,68
awareness,68
killer,68
relative,68
uniform,68
therapy,68
refugee,68
crack,68
episode,68
idea,67
building,67
world,67
tree,67
politics,67
sleep,67
border,67
conversation,67
prison,67
emergency,67
curriculum,67
shop,67
exhibition,67
toy,67
recognition,67
potato,67
trust,67
bench,67
recommendation,67
pole,67
layer,67
fence,67
phenomenon,67
deficit,67
policy,66
example,66
area,66
way,66
material,66
record,66
sample,66
stress,66
spirit,66
device,66
contribution,66
conclusion,66
principle,66
imagination,66
activist,66
gesture,66
count,66
brand,66
expansion,66
airline,66
representation,66
animal,65
scene,65
democrat,65
participant,65
space,65
past,65
relationship,65
performance,65
combination,65
tie,65
wing,65
meaning,65
weather,65
farm,65
hill,65
vehicle,65
quarter,65
reporter,65
bowl,65
exercise,65
interaction,65
fight,65
volunteer,65
counter,65
bullet,65
barrier,65
print,65
discovery,65
exception,65
lawn,65
teaspoon,65
hip,65
appointment,65
state,64
position,64
form,64
vote,64
executive,64
operation,64
chair,64
home,64
attitude,64
staff,64
speech,64
statement,64
official,64
status,64
desire,64
relief,64
lip,64
appearance,64
e-mail,64
tip,64
ocean,64
apartment,64
review,64
landscape,64
convention,64
deputy,64
touch,64
evaluation,64
boss,64
coalition,64
boot,64
reason,63
worker,63
opinion,63
thing,63
attention,63
hour,63
television,63
society,63
role,63
evening,63
feeling,63
decade,63
writer,63
game,63
piece,63
climate,63
argument,63
pound,63
association,63
offer,63
return,63
union,63
cigarette,63
plate,63
resident,63
producer,63
commitment,63
master,63
presence,63
perspective,63
lie,63
tribe,63
gene,63
observer,63
load,63
pants (pl),63
institution,62
board,62
mind,62
trade,62
end,62
rule,62
reform,62
debate,62
side,62
immigrant,62
comment,62
band,62
male,62
writing,62
potential,62
increase,62
ceremony,62
hit,62
habit,62
total,62
transition,62
ceiling,62
existence,62
pipe,62
choice,61
career,61
shot,61
purpose,61
adult,61
painting,61
audience,61
defense,61
learning,61
tool,61
chest,61
youth,61
request,61
share,61
trend,61
improvement,61
sir,61
voter,61
origin,61
mood,61
ceo,61
criteria,61
release,61
approval,61
post,61
lover,61
dialogue,61
absence,61
truth,60
street,60
species,60
fall,60
corner,60
movie,60
region,60
movement,60
picture,60
holiday,60
means (pl),60
connection,60
legislation,60
experiment,60
earth,60
difficulty,60
photo,60
opponent,60
cap,60
fighter,60
finance,60
disorder,60
command,60
missile,60
phrase,60
phase,60
tournament,60
stick,60
pay,60
condition,59
threat,59
weapon,59
voice,59
customer,59
object,59
cut,59
investigation,59
fun,59
sentence,59
observation,59
colleague,59
mass,59
location,59
classroom,59
component,59
hearing,59
darkness,59
twin,59
custom,59
creature,59
specialist,59
prosecutor,59
tension,59
exposure,59
corporation,59
cheek,59
favorite,59
mine,59
joy,59
base,58
rest,58
period,58
consumer,58
situation,58
nation,58
rate,58
visitor,58
shape,58
regulation,58
start,58
opening,58
leather,58
segment,58
match,58
dirt,58
gang,58
coat,58
arrest,58
chemical,58
cost,57
house,57
gun,57
skill,57
neighborhood,57
approach,57
division,57
demand,57
breast,57
zone,57
limit,57
sun,57
pool,57
percentage,57
net,57
universe,57
survivor,57
peak,57
symptom,57
smell,57
resort,57
result,56
course,56
need,56
bit,56
foot,56
ability,56
yard,56
graduate,56
regime,56
core,56
contrast,56
injury,56
drive,56
judgment,56
coverage,56
dress,56
alternative,56
county,56
dish,56
ally,56
ingredient,56
controversy,56
mix,56
publication,56
profession,56
reduction,56
display,56
study,55
bill,55
score,55
authority,55
edge,55
faculty,55
tone,55
sales,55
resolution,55
lead,55
shoe,55
aspect,55
poem,55
paint,55
ski,55
gear,55
bible,55
string,55
arm,54
option,54
election,54
person,54
set,54
look,54
measure,54
human,54
teaching,54
procedure,54
rating,54
perception,54
sheet,54
plot,54
spokesman,54
routine,54
tourist,54
sale,54
partnership,54
essay,54
employment,54
utility,54
individual,53
image,53
couple,53
ride,53
theme,53
lady,53
check,53
guard,53
suit,53
critic,53
tour,53
move,53
duty,53
impression,53
entrance,53
heaven,53
walk,53
mixture,53
council,53
gentleman,53
tissue,53
moon,53
stage,52
child,52
thought,52
chairman,52
technique,52
formation,52
schedule,52
violation,52
porch,52
correspondent,52
draft,52
substance,52
celebrity,52
rank,52
road,51
land,51
crowd,51
route,51
pleasure,51
stand,51
front,51
while,51
feature,51
leaf,51
settlement,51
housing,51
gap,51
proof,51
variation,51
parent,50
break,50
cause,50
sky,50
moment,50
emotion,50
advantage,50
influence,50
welfare,50
claim,50
proposal,50
testimony,50
coast,50
insight,50
mode,50
view,49
leg,49
characteristic,49
instrument,49
gate,49
battle,49
breath,49
terror,49
tongue,49
educator,49
bean,49
scenario,49
luck,49
stranger,49
teenager,49
chart,49
majority,48
sign,48
track,48
goal,48
range,48
subject,48
client,48
female,48
survey,48
incident,48
beat,48
selection,48
clock,48
can,48
craft,48
investigator,48
dimension,48
supporter,48
sport,47
benefit,47
safety,47
desk,47
turn,47
achievement,47
thinking,47
territory,47
entry,47
fund,46
site,46
top,46
talk,46
will,46
tear,46
era,46
jew,46
possibility,46
emission,46
estimate,46
present,46
mark,46
middle,45
scholar,45
works,45
household,45
stream,45
crash,45
fate,45
dispute,45
preference,45
clothing,45
intention,45
negotiation,45
figure,44
act,44
task,44
pair,44
thanks,44
vegetable,44
strength,44
variety,44
transportation,44
tablespoon,44
scheme,44
consideration,44
amount,43
impact,43
detail,43
fact,43
force,43
gender,43
establishment,43
emphasis,43
drop,43
shift,43
burden,43
pattern,42
plane,42
grade,42
soil,42
bottom,42
watch,42
crop,42
obligation,42
self,42
lifetime,42
pile,42
term,41
resource,41
confidence,41
assumption,41
dealer,41
buck,41
strip,41
incentive,41
arrangement,41
testing,41
framework,41
aircraft,41
film,40
target,40
row,40
instruction,40
pass,40
pack,40
chance,39
trip,39
trial,39
trouble,39
item,39
bond,39
meal,39
topic,39
charge,38
store,38
expectation,38
whole,38
wonder,38
peer,38
passage,38
shade,38
ad,37
earnings,37
decline,37
lab,36
bike,36
guy,35
kind,35
drug,35
mr,35
being,35
mom,35
lack,35
bunch,35
implication,35
enforcement,35
saving (pl),34
suggestion,34
respondent,34
award,34
provision,34
penalty,34
firm,33
ms,33
struggle,33
folk,33
hold,33
objective,33
labor,32
fee,32
facility,32
requirement,32
math,32
involvement,32
chamber,32
tendency,32
cop,32
rise,31
attempt,31
lawsuit,31
vacation,31
concern,30
sense,30
asset,30
telephone,30
dad,30
circumstance,30
illness,30
distinction,30
maker,30
funding,30
fortune,30
motion,29
advance,29
offense,29
journal,29
enterprise,29
sort,28
path,28
estate,28
setting,28
basis,28
poll,28
spending,28
treaty,28
beginning,27
assessment,27
belief,27
assault,27
admission,27
stake,27
ground,26
deal,26
affair,26
mistake,26
occasion,26
gain,26
advocate,26
teen,26
spot,25
consequence,25
chief,25
limitation,25
pace,25
dining,25
town,24
issue,24
trail,24
finding,24
revenue,24
worth,24
counselor,24
troop (pl),23
attorney,23
mrs,23
vessel,23
boundary,23
wage,23
stuff,22
job,22
sight,22
living,22
expense,22
personnel,22
infant,22
matter,21
kid,21
adviser,21
aide,21
fault,20
jail,20
response,19
assistance,19
lot,17
notion,17
fellow,16
journey,16
tale,14
photograph,13
relation,12
outcome,12
portion,12
prospect,12
manner,10
physician,10
stair,10
significance,10
extent,9
instance,9
aid,8
capability,7
