am	101	force	power
am	104	boy	male
am	106	policy	instructions
am	108	music	rock me
am	110	sense	feeling
am	111	nation	country
am	117	effect	result
am	118	use	to use
am	119	class	section
am	126	rate	step
am	128	drug	medicine	treatment
am	132	voice	audio
am	141	relationship	relationships
am	142	town	city
am	143	road	way
am	150	season	seasonal
am	151	society	community
am	152	tax	taxes
am	154	position	layout
am	158	space	place
am	159	ground	land
am	162	official	authority
am	163	matter	material
am	164	center	central
am	165	couple	couples
am	171	need	important
am	173	american	united states	united nations
am	175	situation	status
am	178	figure	image
am	179	street	road	way
am	183	picture	photo	photography
am	185	piece	item
am	187	product	production
am	188	doctor	doctors
am	193	test	experiment
am	199	step	action	function
am	203	attention	focus
am	204	film	movie
am	210	look	view	watch
am	211	century	year
am	212	evidence	proof	confirmation
am	217	energy	power
am	218	period	time
am	220	summer	in the summer
am	221	plant	planting
am	222	opportunity	chance
am	223	term	contract
am	224	letter	mail
am	225	condition	status
am	227	rule	regulation
am	241	risk	danger
am	248	sport	sports
am	251	officer	police
am	252	rest	break
am	253	behavior	feature
am	255	top	on top
am	258	bed	bedroom
am	262	agency	agent
am	265	store	shop	buy it
am	266	sound	audio
am	267	movement	activity
am	270	concern	fear
am	273	response	reply
am	274	animal	animals
am	275	factor	reason
am	277	article	text
am	280	scene	show
am	281	stock	collection	round up
am	282	career	work
am	284	approach	presentation
am	287	fund	money
am	289	sign	sign it
am	290	thought	idea
am	296	resource	source
am	301	amount	size
am	303	staff	employees	workers
am	306	loss	bankruptcy
am	308	attack	assault
am	309	region	range
am	310	television	tv
am	314	trade	business
am	315	deal	agreement
am	316	election	choice
am	319	bill	payment
am	322	benefit	benefits
am	324	lawyer	embarrassment	shameful
am	327	skill	ability
am	330	operation	surgery
am	332	stage	step
am	335	sort	turn	turn on
am	340	strategy	method
am	341	truth	true	is true
am	344	environment	area
am	345	leg	foot
am	348	set	preparation
am	359	trial	experiment
am	360	expert	professional
am	362	firm	strict
am	363	democrat	democracy
am	365	management	administration
am	367	talk	speech
am	368	theory	theology
am	370	statement	press release
am	371	charge	payment
am	372	direction	instructions
am	373	weapon	device
am	374	employee	worker
am	375	peace	hello there
am	377	pain	illness
am	379	measure	measurement
am	390	trip	road trip
am	393	unit	section
am	400	trouble	problem
am	401	challenge	match
am	409	stuff	things
am	410	detail	list
am	415	cause	reason
am	416	bag	luggage
am	418	fall	is full	full
am	419	marriage	wedding
am	420	surface	theme
am	422	pattern	design
am	432	coach	teacher
am	433	mrs	mrs.
am	435	violence	disturbance	shocking	extremely shocking
am	437	discussion	conversation
am	439	garden	park
am	440	collection	round up
am	441	task	function
am	444	consumer	user	the user
am	445	shot	shoot	remove
am	447	painting	picture	photo	photography
am	456	attorney	lawyer	embarrassment	shameful
am	457	score	result
am	459	break	cut off
am	461	dinner	supper
am	462	vote	voting
am	465	majority	a lot
am	468	customer	client
am	470	option	optional
am	474	senate	council
am	475	reform	to improve
am	479	relation	relationships
am	481	opinion	attitude
am	482	credit	loan
am	485	safety	security
am	486	neighborhood	neighbor
am	487	act	action	function
am	488	troop	warrior (g)
am	493	sky	heaven
am	496	object	thing
am	498	labor	force	power
am	502	variety	difference
am	509	argument	debate
am	511	brain	mind
am	514	weekend	sundays
am	515	possibility	chance
am	517	department	policy
am	519	beginning	starting up
am	520	date	day
am	521	crisis	problem
am	523	hole	pit	anger
am	524	element	body
am	530	scale	unit	section
am	533	attempt	experiment
am	535	spot	place
am	537	ice	snow
am	542	truck	car
am	543	return	give back
am	545	survey	study
am	549	sales	sale
am	550	communication	relationships
am	556	farm	field
am	558	middle	medium
am	563	ms	wife
am	565	crowd	population
am	566	apartment	a flat	flat
am	572	guard	guardian
am	573	demand	question
am	574	reporter	writer
am	576	share	sharing
am	577	tool	device
am	580	facility	institution
am	581	understanding	awareness
am	582	advantage	package
am	585	basis	base
am	590	while	christmas
am	592	title	heading
am	593	lesson	education
am	596	living	life
am	597	technique	technical
am	599	ear	ears
am	601	folk	population
am	603	border	boundary
am	606	equipment	device
am	607	critic	comment
am	608	aspect	feature	behavior
am	612	affair	issue	subject
am	613	procedure	process
am	614	chairman	chair
am	616	egg	eggs	pills	medicine	treatment
am	617	belief	faith
am	626	influence	impact
am	627	youth	young man
am	628	wave	waves
am	630	quarter	q4
am	632	reaction	reply
am	633	suit	debate
am	634	perspective	attitude
am	636	intelligence	knowledge
am	637	connection	relationships
am	638	shoe	shoes
am	639	grade	step
am	642	mistake	error
am	645	location	area
am	646	clothes	clothing	apparel
am	648	drive	to drive
am	654	means	roads
am	655	learning	to learn
am	661	visit	tour
am	665	photo	photography
am	666	finding	discovery
am	667	classroom	section
am	668	contact	relationships
am	671	exercise	practice
am	672	knee	force	power
am	674	tape	tip
am	675	supply	offer	discount
am	676	cut	are cut	cut off
am	677	will	permission	license
am	679	birth	birthday	date of birth
am	684	progress	growth
am	685	front	face
am	686	bottom	down
am	691	colleague	partner
am	696	plate	sam
am	698	start	here you go
am	699	expression	description	press release
am	700	football	soccer
am	704	theater	movie theater
am	710	desire	wish
am	711	assessment	review
am	712	injury	damage
am	716	instruction	instructions
am	717	fight	fought	drowned	purchased
am	718	pool	swimming pool
am	719	lead	pencil
am	723	metal	iron
am	727	lip	lips	tops	high
am	737	meaning	definition	divorce
am	738	mom	mum
am	739	instrument	device
am	741	commitment	misbehavior	betrayal
am	743	temperature	heat
am	744	surprise	surprised
am	746	proposal	project
am	747	consequence	result
am	750	sight	view	watch
am	753	minority	few	a few
am	754	works	jobs
am	755	teaching	to teach
am	756	aid	help
am	758	photograph	photography
am	759	trail	path
am	760	novel	fiction
am	762	jury	judges	princes
am	763	breast	breastfeeding
am	764	human	man
am	766	storm	hurricane
am	767	union	association
am	768	desk	touch
am	769	thanks	thank you
am	772	shadow	shade
am	773	analyst	commentator	runtime	run	race
am	777	being	to become
am	778	ring	call
am	779	revenue	income
am	781	appearance	look	look out
am	783	difficulty	problem
am	788	trend	trends
am	789	visitor	tour
am	793	crew	sailors
am	794	accident	danger
am	796	meal	food
am	799	muscle	muscular	honey
am	800	notion	attitude
am	802	chest	arrived
am	809	root	under	below
am	815	outcome	result
am	816	ad	advertising
am	817	duty	responsibility
am	819	extent	size
am	820	component	section
am	821	contrast	contradiction
am	824	chief	boss
am	828	contribution	donation
am	829	capacity	capable	eligible	are eligible
am	830	estate	property
am	831	guide	instructions
am	832	circumstance	status
am	835	percentage	percent
am	837	soil	dust	flour
am	844	combination	setting
am	845	governor	buyer
am	849	manner	look	look out
am	852	motion	activity
am	853	gender	sex
am	854	fee	payment
am	863	regime	rule	regulation
am	866	mirror	glass	glasses
am	869	topic	heading
am	870	variable	dynamic
am	871	telephone	phone
am	872	perception	attitude
am	873	confidence	self confidence
am	875	secret	confidential
am	877	tank	storage
am	879	coverage	cover
am	880	opposition	opponent
am	881	bond	deposit	save money
am	882	pleasure	happiness
am	883	master	lord
am	884	era	age
am	885	requirement	criteria
am	886	check	test	experiment
am	889	expectation	hope
am	890	wing	wings
am	896	tear	tears
am	898	minister	server
am	902	volume	audio
am	903	travel	road trip
am	904	seed	race
am	906	pepper	pup
am	910	welfare	security
am	912	dish	food
am	914	improvement	improve	upgrade
am	915	opening	key
am	916	route	way
am	918	core	cor
am	919	rise	rise up	get up
am	920	tie	equal
am	921	holiday	holiday day
am	922	resolution	quality
am	923	household	family
am	929	incident	event
am	931	faculty	teaching	to teach
am	932	waste	dirty
am	933	mass	count	they stopped	stop them	stop
am	936	tone	audio
am	938	wheel	car
am	939	female	woman
am	940	promise	he promised
am	942	aids	donations	grants	gifts
am	943	jew	the jews	jews
am	945	secretary	writer
am	950	hat	dress	clothing	apparel
am	951	legislation	law
am	952	achievement	success
am	955	talent	ability
am	957	characteristic	behavior	feature
am	961	physician	doctors
am	963	ride	vehicle
am	964	explanation	description	press release
am	966	potential	great
am	967	immigrant	a refugee
am	968	alternative	optional
am	974	honor	glory
am	975	passenger	traveler
am	976	assistance	help
am	977	association	gathering
am	978	lab	laboratory
am	979	offer	offering	sacrifice
am	981	asset	property
am	982	depression	bumblebee
am	989	observation	to attend
am	992	sir	my lord
am	993	cigarette	cigarettes
am	998	graduate	graduation
am	999	request	question
am	1000	emotion	feeling
ar	2	year	public	general
ar	4	way	road	the path
ar	6	man	a man
ar	8	woman	women
ar	10	child	baby
ar	11	world	global	my world
ar	13	state	status	case	issue	the case
ar	16	group	collection
ar	21	place	a place
ar	22	case	issue	the case
ar	23	week	a week
ar	24	company	a company
ar	25	system	the system
ar	26	program	a program
ar	27	question	a question
ar	28	work	action
ar	32	mr	the master
ar	34	home	the main page
ar	36	room	field
ar	39	money	capital
ar	40	story	a story
ar	43	lot	piece of ground	piece of land
ar	45	study	a study
ar	48	job	function
ar	49	word	a word
ar	51	issue	the case
ar	53	kind	good heart
ar	54	head	president
ar	55	house	a house
ar	56	service	services
ar	58	father	the father
ar	59	power	energy
ar	68	community	social communication	social media
ar	69	name	noun	n
ar	71	team	the team
ar	72	minute	the moment
ar	74	kid	baby
ar	75	body	the body
ar	76	information	informations	the information
ar	78	parent	parents
ar	82	office	desk. headquarters. center
ar	84	health	the health
ar	88	history	date
ar	89	party	ceremony
ar	91	change	they change
ar	96	guy	young man
ar	101	force	impose
ar	105	age	omar
ar	106	policy	policies
ar	107	process	processing
ar	110	sense	feeling
ar	114	interest	benefit
ar	115	death	the death
ar	116	experience	experiment
ar	124	role	function
ar	128	drug	drugs
ar	129	show	turns out	turns up
ar	138	decision	resolution	the decision
ar	140	view	opinion
ar	141	relationship	link
ar	142	town	city
ar	144	arm	an arm
ar	146	value	the value
ar	149	model	form
ar	151	society	the society
ar	157	paper	a sheet
ar	158	space	void
ar	159	ground	land
ar	161	event	goal
ar	163	matter	thing
ar	166	site	location	your site
ar	171	need	need to
ar	175	situation	attitude	attitude behavior	behavior attitude
ar	178	figure	the shape
ar	179	street	st
ar	180	image	picture
ar	184	practice	exercise	playing sports
ar	187	product	the product
ar	188	doctor	a doctor
ar	191	worker	factor
ar	193	test	exam
ar	197	support	the support
ar	198	technology	technique
ar	199	step	a step
ar	201	computer	the computer
ar	204	film	movie
ar	209	hair	poetry
ar	210	look	a look
ar	213	window	window or window
ar	214	culture	civilization
ar	218	period	interval
ar	220	summer	the summer
ar	222	opportunity	chance
ar	224	letter	message
ar	226	choice	cucumber
ar	227	rule	base
ar	231	husband	the husband
ar	232	congress	conference
ar	237	call	a call
ar	238	economy	economie
ar	240	church	a church
ar	241	risk	danger
ar	250	subject	theme
ar	252	rest	comfort
ar	258	bed	the bed
ar	264	color	the color
ar	265	store	a store
ar	266	sound	voice
ar	269	race	a race
ar	270	concern	interest	benefit
ar	276	decade	a necklace
ar	277	article	article - commodity
ar	278	east	the east
ar	282	career	profession
ar	283	treatment	treatment or treatment
ar	287	fund	money	capital
ar	288	media	the media
ar	289	sign	signal
ar	292	individual	an individual
ar	296	resource	supplier	the supplier
ar	298	disease	illness
ar	300	cup	glass
ar	301	amount	quantity
ar	304	character	letter	message
ar	309	region	area
ar	310	television	the television
ar	318	standard	basic	the basic
ar	319	bill	law project	project of law
ar	331	crime	a crime
ar	332	stage	the stage
ar	334	design	the design
ar	341	truth	fact
ar	345	leg	a man
ar	346	public	general
ar	348	set	he sat
ar	349	rock	a rock
ar	350	note	nb
ar	351	manager	director
ar	358	cell	prison cell
ar	359	trial	experience	experiment
ar	362	firm	corporation
ar	363	democrat	democratic
ar	365	management	administration
ar	366	ball	a ball
ar	367	talk	modern
ar	369	impact	effect
ar	371	charge	the shipment
ar	373	weapon	a weapon
ar	381	chair	a chair
ar	384	structure	building
ar	385	politics	policy	policies
ar	386	bit	a little	little	few
ar	389	production	produce
ar	390	trip	short trip
ar	393	unit	alone
ar	394	style	painted pen	stylus pen
ar	396	range	domain
ar	397	past	the past
ar	399	writer	clerk	book officer	employee book	book employee
ar	400	trouble	problem
ar	401	challenge	the challenge
ar	404	institution	institute
ar	407	bar	ribbon
ar	408	property	feature
ar	409	stuff	things
ar	410	detail	the details
ar	413	hotel	the hotel
ar	415	cause	reason
ar	416	bag	a bag
ar	417	heat	the heat
ar	418	fall	autumn	the autumn
ar	420	surface	surface - exterior appearance	surface - exterior
ar	422	pattern	style	painted pen	stylus pen
ar	432	coach	bus coach coach	coach bus	tourist bus	tour bus
ar	441	task	mission
ar	443	kitchen	a kitchen
ar	445	shot	shooting
ar	448	scientist	security
ar	450	capital	equity capital
ar	454	threat	the threat
ar	455	responsibility	the responsibility
ar	460	audience	public	general
ar	463	debate	the discussion	discussion
ar	466	wind	blowing	inflation
ar	470	option	selection
ar	472	forest	jungle
ar	475	reform	repair
ar	476	access	being able to	be able to
ar	477	restaurant	resturant
ar	478	judge	the judge
ar	479	relation	relationship	link
ar	480	bird	a bird
ar	484	version	release
ar	488	troop	troops (t)
ar	489	income	revenue	revenues
ar	490	species	ocean
ar	491	track	a path
ar	492	hope	amal
ar	496	object	theme
ar	497	attitude	attitude behavior	behavior attitude
ar	498	labor	the work
ar	500	client	customer
ar	503	turn	turn or turn
ar	506	press	journalism
ar	508	spirit	soul
ar	509	argument	controversy
ar	517	department	section
ar	519	beginning	the beginning
ar	523	hole	gap	difference
ar	524	element	part
ar	526	status	case	issue	the case
ar	540	distance	distance: after
ar	544	mountain	mount	increasing
ar	550	communication	telecommunications	wired and wireless communication
ar	551	run	running	he ran
ar	552	screen	monitor	foreman
ar	554	gold	go
ar	555	club	the club
ar	557	increase	a plus
ar	558	middle	center
ar	560	district	area
ar	561	shape	form
ar	563	ms	miss
ar	564	contract	a necklace
ar	565	crowd	crowding
ar	566	apartment	flat
ar	567	strength	energy
ar	569	horse	a horse
ar	571	prison	the prison
ar	573	demand	the demand
ar	576	share	participate	participation
ar	577	tool	a tool
ar	582	advantage	priority
ar	584	pound	fairy
ar	586	guest	visitor
ar	587	sample	a sample
ar	591	identity	identification
ar	596	living	the living
ar	598	path	a path
ar	599	ear	so	and therefore	and so	and then
ar	600	shop	a store
ar	601	folk	people
ar	603	border	the border
ar	605	claim	demands	stimulate
ar	606	equipment	retro
ar	608	aspect	side
ar	609	failure	failed	fail
ar	610	christmas	birthday
ar	611	comment	suspension
ar	612	affair	issue	the case
ar	614	chairman	president
ar	616	egg	an egg
ar	617	belief	faith
ar	618	murder	killing
ar	619	gift	free gift
ar	620	religion	debt
ar	621	review	reconsidering
ar	626	influence	effect
ar	627	youth	young	young man
ar	629	move	transfer
ar	634	perspective	impression
ar	637	connection	link
ar	639	grade	degree
ar	641	committee	a committee
ar	642	mistake	error
ar	643	focus	the focus
ar	644	smile	a smile
ar	645	location	your site
ar	647	neighbor	neighbour
ar	648	drive	leadership
ar	651	average	rate
ar	655	learning	learn
ar	659	victory	win over
ar	660	key	a key
ar	663	medicine	medication	drugs
ar	664	tour	round	round - spherical
ar	667	classroom	study hall	classrooms
ar	668	contact	call	a call
ar	670	pair	husband	the husband
ar	671	exercise	playing sports
ar	674	tape	ribbon
ar	675	supply	donates	donate	donation	a gift	gift	free gift
ar	676	cut	cuts	discounts
ar	678	actor	the actor
ar	686	bottom	lower	scale down
ar	692	application	position
ar	695	plastic	plastic products
ar	696	plate	dish
ar	701	chicken	chickens
ar	704	theater	stage	the stage
ar	705	map	a map
ar	709	rain	is raining
ar	711	assessment	appreciation
ar	712	injury	infection
ar	716	instruction	instructions
ar	717	fight	he fights
ar	719	lead	leadership
ar	725	ticket	a ticket
ar	733	enemy	the enemy
ar	736	panel	team	the team
ar	737	meaning	the meaning
ar	738	mom	illiterate
ar	745	poll	vote
ar	746	proposal	suggestion
ar	747	consequence	result
ar	749	breath	the same
ar	750	sight	scene
ar	751	cover	coverage
ar	754	works	business
ar	755	teaching	education
ar	756	aid	help
ar	758	photograph	take photo
ar	759	trail	pass buildings	buildings corridor
ar	760	novel	a novel
ar	767	union	the union
ar	775	limit	end
ar	776	regulation	regulations	laws
ar	779	revenue	revenues
ar	780	county	boycott
ar	782	package	deal
ar	788	trend	direction
ar	792	profit	he won
ar	795	male	the male
ar	796	meal	a meal
ar	797	hearing	he heard
ar	798	traffic	traffic movement
ar	800	notion	imaginary
ar	801	earth	land
ar	802	chest	released
ar	808	content	contain
ar	812	setting	adjust	amends	compensation
ar	814	file	a file
ar	815	outcome	result
ar	817	duty	mission
ar	818	sheet	a sheet
ar	819	extent	bezel
ar	821	contrast	contradiction
ar	822	zone	area
ar	824	chief	president
ar	830	estate	property	feature
ar	831	guide	instructs
ar	841	chain	series
ar	842	address	title
ar	843	branch	tree branch	a tree branch
ar	844	combination	mix	mix up
ar	845	governor	governor governor	governor of the governor
ar	846	relief	satisfaction
ar	848	dad	august
ar	849	manner	style	painted pen	stylus pen
ar	851	rating	evaluation
ar	852	motion	suggestion
ar	853	gender	sex
ar	854	fee	fees
ar	855	landscape	natural views
ar	857	frame	the frame
ar	859	hall	lounge	break
ar	864	division	sector
ar	867	tooth	age	omar
ar	869	topic	theme
ar	870	variable	a variable
ar	871	telephone	phone
ar	872	perception	knowledge
ar	874	bedroom	bedrooms	bed room
ar	878	nurse	a nurse
ar	881	bond	guarantee
ar	882	pleasure	gladly
ar	883	master	president
ar	884	era	squeeze out	press out	press outside	press away
ar	885	requirement	requirements
ar	887	stand	understand	you understand
ar	889	expectation	expected	is expected
ar	890	wing	suite
ar	891	struggle	conflict
ar	892	judgment	rule	base
ar	899	hero	a hero
ar	902	volume	the sound
ar	907	intervention	judicial intervention
ar	908	copy	copies
ar	909	tip	hint	nb
ar	910	welfare	good
ar	911	vegetable	vegetables
ar	916	route	road	the path
ar	918	core	nucleus
ar	919	rise	rise up	rises
ar	920	tie	necktie
ar	921	holiday	day off
ar	922	resolution	the decision
ar	927	representative	agent
ar	929	incident	accident
ar	931	faculty	college
ar	939	female	females
ar	943	jew	the jew	jewish
ar	944	cream	generous	cream - generous	kareem is generous
ar	947	hill	tel	the phone
ar	948	noise	the noise
ar	950	hat	cap
ar	952	achievement	qualifications
ar	959	sentence	sentence or sentence
ar	962	sleep	sleeps
ar	966	potential	possible	maybe	can
ar	967	immigrant	migrant
ar	968	alternative	for an alternative	for replacement	to replace
ar	970	column	pole
ar	971	personality	personal
ar	976	assistance	help
ar	978	lab	laboratory
ar	979	offer	show	turns out	turns up
ar	980	criticism	cash
ar	981	asset	assets
ar	985	scholar	scientist	security
ar	989	observation	note	nb
ar	991	payment	pay
ar	994	definition	freif
ar	997	creation	create
ar	998	graduate	graduation
ar	999	request	order
ar	1000	emotion	feelings	feeling
az	2	year	years	for many years
az	3	people	nation
az	6	man	human
az	8	woman	female
az	11	world	the world
az	20	part	part of it	a part of it
az	22	case	situation
az	28	work	business
az	32	mr	mr.
az	41	fact	in fact	actually	əslində əslində
az	43	lot	much more	more
az	44	right	thank you	thank you very much
az	45	study	to learn
az	48	job	business
az	51	issue	the problem
az	53	kind	kind of	whom	who is
az	55	house	home
az	57	friend	my friend
az	60	hour	hours
az	63	end	last	the last
az	74	kid	child
az	76	information	informations
az	83	door	the door
az	92	morning	in the morning
az	96	guy	boy
az	106	policy	politics
az	110	sense	in sense
az	114	interest	curiosity	wonder
az	118	use	use it
az	122	field	area
az	126	rate	it `s degree	this rate	this ratio
az	128	drug	medication	medicines
az	132	voice	sound
az	134	police	the police
az	139	son	my son
az	140	view	appearance
az	141	relationship	relationships
az	142	town	city
az	143	road	the road
az	148	action	movement
az	156	record	note
az	158	space	place
az	159	ground	place
az	162	official	officially
az	163	matter	is the matter
az	165	couple	double
az	166	site	website
az	171	need	he needs	he needs it
az	176	cost	price
az	180	image	picture
az	182	data	informations
az	184	practice	experience
az	185	piece	part	part of it	a part of it
az	190	patient	sick
az	195	north	northern
az	205	republican	republicanist
az	212	evidence	proof
az	215	chance	luck	good luck
az	216	brother	my brother
az	218	period	cycle
az	219	course	of course
az	220	summer	spring
az	223	term	duration
az	228	daughter	girl
az	237	call	we call
az	248	sport	sports
az	256	goal	purpose
az	265	store	shop
az	270	concern	care
az	273	response	answer
az	276	decade	ten years
az	289	sign	signature
az	290	thought	i thought
az	298	disease	illness
az	306	loss	damage
az	307	degree	degrees
az	319	bill	the law
az	323	sex	sexual intercourse
az	333	authority	power
az	335	sort	kind of	whom	who is
az	339	station	power plant
az	343	example	sample
az	345	leg	foot
az	346	public	community
az	347	executive	executor
az	348	set	definite	is known	known
az	352	help	helps
az	367	talk	to speak
az	370	statement	in the statement
az	371	charge	free of charge	free
az	373	weapon	gun
az	374	employee	worker
az	378	play	to play
az	379	measure	event
az	382	fish	fishes
az	395	adult	adults
az	396	range	row
az	398	edge	strangers
az	400	trouble	anxiety
az	401	challenge	call	we call
az	404	institution	organization
az	406	dream	sleep
az	409	stuff	things
az	412	magazine	journal
az	415	cause	reason
az	422	pattern	sample
az	423	skin	leather
az	432	coach	trainer
az	433	mrs	lady
az	434	yard	courtyard
az	439	garden	bond
az	445	shot	hit
az	452	victim	the victim
az	454	threat	danger
az	457	score	account
az	460	audience	viewer
az	461	dinner	eat
az	463	debate	discussion
az	469	speech	counseling	recommended
az	470	option	selection	choice
az	476	access	introduction
az	479	relation	relationships
az	481	opinion	idea
az	482	credit	loan
az	485	safety	security
az	487	act	move it
az	488	troop	soldier
az	489	income	come
az	491	track	trace
az	492	hope	i hope that	i hope
az	493	sky	heavenly
az	495	plane	airplane
az	497	attitude	treatment
az	500	client	customer
az	501	conversation	talking about	talk about	talk about it
az	502	variety	diversity
az	513	afternoon	in the afternoon	noon
az	515	possibility	opportunity
az	520	date	history
az	532	driver	drive
az	533	attempt	try	try it out
az	535	spot	stain
az	536	lack	lack of
az	539	sun	the sun
az	541	wood	tree
az	542	truck	lorry
az	543	return	to return
az	545	survey	request	wish	i wish	i would like to	i would like
az	551	run	to run away	to escape
az	561	shape	form
az	563	ms	mrs
az	567	strength	power
az	568	band	group
az	572	guard	watchman
az	578	vehicle	transportation
az	580	facility	establishment	enterprise
az	582	advantage	preference
az	585	basis	is fundamental	is basically	basically	mainly
az	590	while	to work	work	business
az	592	title	heading
az	595	river	tea
az	596	living	to live
az	598	path	way
az	601	folk	nation
az	610	christmas	christians
az	612	affair	work	business
az	621	review	review-review
az	626	influence	impact
az	627	youth	young people
az	629	move	move it
az	630	quarter	a quarter
az	636	intelligence	exploration
az	637	connection	contact
az	639	grade	class
az	642	mistake	wrong
az	643	focus	attention
az	645	location	place
az	646	clothes	dresses
az	660	key	opens
az	665	photo	picture
az	666	finding	find
az	670	pair	couple	double
az	671	exercise	realize
az	677	will	will be
az	705	map	on the map
az	711	assessment	evaluation
az	724	fat	oil
az	728	reading	read
az	735	soul	the spirit	spirit
az	738	mom	his mother
az	739	instrument	tool
az	740	weather	air
az	745	poll	survey	request	wish	i wish	i would like to	i would like
az	746	proposal	offer
az	747	consequence	result
az	749	breath	breathing	breathe
az	750	sight	landscape
az	751	cover	covers
az	756	aid	help	helps
az	757	advice	recommended
az	758	photograph	photo	picture
az	762	jury	the jury
az	763	breast	flooring
az	765	theme	subject
az	767	union	unity
az	768	desk	writing desk
az	769	thanks	thank you	thank you very much
az	771	conclusion	result
az	772	shadow	shade
az	773	analyst	analytical
az	777	being	dont
az	779	revenue	come
az	786	e-mail	email
az	787	thinking	to think	meditate	think about it
az	789	visitor	guest
az	795	male	person
az	796	meal	eat
az	800	notion	understanding
az	801	earth	place
az	803	cash	money
az	806	emergency	extraordinary	unusual
az	811	bottle	glass
az	813	dress	clothes	dresses
az	815	outcome	result
az	816	ad	advertising
az	817	duty	task
az	819	extent	degree	degrees
az	821	contrast	on the contrary
az	824	chief	the chef
az	829	capacity	attitude	treatment
az	830	estate	property
az	831	guide	instruction
az	835	percentage	interest rate
az	837	soil	land
az	838	surgery	operation
az	844	combination	merging
